Name^|mobile^|id^|address^|weight
高念琳^|0920562113^|L112532106^|臺北市大安區忠孝東路４段112號14樓^|115
曾杰棋^|0971316868^|Z203026180^|高雄市彌陀區文安路北東巷108號12樓^|19
豐鈺蓁^|0931204010^|H284527177^|彰化縣鹿港鎮泉州街160號2樓^|31
曾如安^|0958233763^|L151237873^|桃園市平鎮區賦梅路497號18樓^|67
程逸雅^|0922661130^|C123486574^|高雄市燕巢區烏山巷419號3樓^|59
莊峻怡^|0918317051^|X267027008^|臺北市松山區敦化北路340號21樓^|75
陶諒良^|0921671852^|S163000168^|臺南市歸仁區大通路159號15樓^|22
霍念翔^|0912256607^|F283623052^|臺北市中山區民生西路3巷490號22樓^|79
珠河^|0932416115^|D202737444^|臺中市清水區鰲新六街335號13樓^|99
施家珊^|0956236584^|Q255521327^|雲林縣西螺鎮市場南路119號17樓^|100
宰筱姍^|0952701781^|J250612113^|高雄市大寮區後庄街444號22樓^|25
邱敏俊^|0926008268^|F108851158^|臺中市龍井區中社五街448號6樓^|92
黃建正^|0913327304^|S137663180^|屏東縣潮州鎮和祥街76號20樓^|22
蕭涵能^|0930803833^|S103825256^|桃園市龍潭區花園新城一街173號23樓^|26
苗偉佑^|0982841402^|E187373710^|桃園市龍潭區高楊南路406號6樓^|77
施益淑^|0926060548^|R274782636^|臺中市南屯區豐昌街467號10樓^|60
楊民才^|0927281288^|Y146348181^|臺南市安定區安定229號4樓^|91
羅翔素^|0912067175^|Y214018736^|南投縣草屯鎮中正路332號12樓^|22
古娟廷^|0961716232^|E256517051^|彰化縣伸港鄉大同二街432號21樓^|54
張安^|0931528350^|S150021377^|臺中市清水區中興街386號24樓^|51
葉奕鴻^|0933336730^|F217808158^|苗栗縣竹南鎮龍江街187號22樓^|115
尤樺菁^|0926171630^|R264784020^|屏東縣屏東市民教路269號11樓^|86
謝郁致^|0968378785^|P128224109^|臺中市東區東光園路322號15樓^|9
張瑋雅^|0937766121^|H156002869^|新竹市東區大學路342號3樓^|57
柯家佳^|0918163562^|M188608503^|臺中市南區頂橋三巷242號11樓^|4
許棋瑩^|0919375116^|U116742213^|臺中市梧棲區港埠路１段387號16樓^|77
紅宜珊^|0920511173^|V702661735^|新北市淡水區學府路353號13樓^|27
莊瑩玲^|0987453214^|T164878287^|苗栗縣大湖鄉麻竹窩406號23樓^|75
魏彬佩^|0971140410^|M233767586^|嘉義縣梅山鄉大草埔253號4樓^|9
陳筑妙^|0960264221^|P272245030^|桃園市龜山區幸福十一街191號11樓^|7
陽如^|0934805364^|J234045274^|臺中市沙鹿區屏西路古月巷382號14樓^|4
柳桓正^|0988411524^|Y175753463^|宜蘭縣冬山鄉安農三路368號22樓^|57
鍾筌^|0931256480^|H231451519^|新北市汐止區伯爵街311號4樓^|27
諸喬書^|0914877068^|A105311330^|桃園市觀音區二聖路422號7樓^|48
蘇竣祥^|0968235321^|Q278340704^|苗栗縣造橋鄉東興315號12樓^|99
鍾益紹^|0954436522^|M285623386^|彰化縣員林市光明街444號14樓^|108
苗鳳傑^|0938200571^|Q100530776^|桃園市大溪區登龍路232號2樓^|88
潘銘育^|0916523572^|Y281264513^|彰化縣員林市中山路１段174號13樓^|50
賴敏苹^|0955634287^|L241815232^|新竹市東區光復路１段268巷291號24樓^|74
邰澤汝^|0919474066^|D157770728^|高雄市鳳山區誠和路500號19樓^|97
馬伊明^|0971162286^|A223810169^|臺中市西區臺灣大道１段364號11樓^|120
貝雄欣^|0924813338^|D185682804^|臺中市神岡區光復路365號20樓^|34
蒼宗得^|0913848470^|H264567102^|新竹縣湖口鄉中美路413號2樓^|86
屈彬慈^|0927364863^|F230072183^|雲林縣東勢鄉北環東路371號10樓^|88
邱雋華^|0915210033^|L136841344^|桃園市八德區更寮腳259號20樓^|7
高智宜^|0924462768^|Q126327617^|花蓮縣吉安鄉福昌路137號21樓^|23
段維芝^|0982776560^|B144744141^|臺北市內湖區麗山街182號2樓^|49
黎怡庭^|0934311737^|D281657487^|臺中市南屯區嶺東路74號12樓^|37
胡晏麗^|0988743162^|K166153311^|高雄市三民區中和街7巷489號4樓^|42
李士瑜^|0961663078^|K104031001^|新北市泰山區明志路２段175號9樓^|87
王聖賢^|0988207870^|J288003848^|彰化縣北斗鎮文賢街263號16樓^|35
孫琪文^|0923076043^|A208344226^|彰化縣芳苑鄉漁港五路395號12樓^|11
蘇山汝^|0953488127^|G206868238^|桃園市龜山區興二街248號12樓^|86
張嘉韻^|0956134723^|Q235167167^|新北市永和區林森路301號13樓^|85
馬修彥^|0938810386^|Z263754721^|臺南市東區自由路１段463號13樓^|44
謝佩成^|0930052713^|J176030360^|嘉義縣民雄鄉中正路73號23樓^|114
錢平然^|0953280335^|B176748717^|新北市樹林區四德街216號20樓^|39
陶聖子^|0911650527^|Y250474043^|臺南市玉井區玉田67號5樓^|59
杜德謙^|0925772043^|D281081885^|嘉義縣朴子市文明路108號2樓^|36
徐駿淑^|0925281751^|I101712780^|彰化縣埔心鄉五通西路398號13樓^|43
習瑩世^|0987276870^|Q183506614^|花蓮縣富里鄉道化路137號^|71
項耀意^|0971220821^|R136120729^|高雄市小港區高松路48號14樓^|19
詹美媗^|0930742524^|Q138505130^|臺中市西區五權西二街369號20樓^|48
隆詩慧^|0955362241^|B185543239^|桃園市中壢區高鐵南路５段209號11樓^|68
胡嘉家^|0971773338^|H210278109^|臺南市歸仁區民生十二街179號19樓^|114
蒼威婕^|0912481136^|P247563016^|彰化縣大村鄉農區一巷378號16樓^|94
曹婷吉^|0925686160^|N174235780^|臺北市中山區一江街436之2號12樓^|24
高銘佩^|0922042268^|G100388168^|嘉義市西區下埤324號13樓^|7
閔子珊^|0910101241^|P164437362^|臺北市萬華區環河南路３段240號22樓^|33
謝菁明^|0936085181^|D186560487^|臺中市北區民權路242號21樓^|44
包怡雅^|0986071628^|H258717258^|花蓮縣吉安鄉南海七街41號16樓^|87
邰曉中^|0930106350^|P210200008^|臺中市大里區福興街377號4樓^|55
馬佩憲^|0939180161^|B270181489^|臺東縣臺東市博愛路228號16樓^|95
潘星宗^|0924577851^|L285478648^|屏東縣屏東市中正路277號11樓^|35
蒙尚毅^|0987336351^|Q238102471^|澎湖縣湖西鄉潭邊79號17樓^|10
陸輝雯^|0914800637^|H260811547^|高雄市楠梓區清豐三路102號5樓^|112
吳潔芬^|0968830524^|U217663820^|桃園市桃園區民富二街491號16樓^|97
童曉筠^|0924712332^|C124038821^|花蓮縣花蓮市介壽四街45號21樓^|32
葉祥霖^|0925838342^|N251108371^|臺東縣臺東市更生路481號13樓^|50
富昕冠^|0927713170^|L138540368^|花蓮縣瑞穗鄉東興路404號13樓^|23
葛植正^|0915415144^|C280776875^|高雄市三民區覺民路445號15樓^|71
林安瑩^|0938846641^|U155445306^|南投縣鹿谷鄉中央巷19號10樓^|17
魏曼鴻^|0982370116^|L282661221^|宜蘭縣三星鄉健富路１段116號8樓^|118
紀楷穎^|0928631323^|F178620234^|宜蘭縣員山鄉金泰路410號22樓^|101
蔡珮思^|0929760870^|D187543300^|宜蘭縣員山鄉員山路３段83號21樓^|59
鍾敏^|0930334542^|D266615161^|屏東縣東港鎮環美六街4號7樓^|46
羅雁柏^|0988855070^|I113477885^|臺南市永康區永大路２段335巷128號20樓^|59
蒼均宮^|0912544602^|C140013771^|苗栗縣頭份市華興街385號13樓^|121
孫宇榮^|0935002438^|P231077330^|花蓮縣花蓮市國民336號21樓^|62
鄭健立^|0956650031^|J147745227^|臺中市南屯區黎明路１段230巷205號11樓^|101
莫瑋佩^|0919073774^|B243485163^|新北市中和區景平路6號20樓^|116
懷文善^|0956580274^|Z241687552^|彰化縣田中鎮興酪路１段183號22樓^|121
沈德建^|0910123504^|B111203028^|臺北市士林區永公路17號3樓^|103
林豐賢^|0927857403^|E157437416^|彰化縣竹塘鄉信義街270號10樓^|61
甘馨宜^|0987762305^|F166126089^|嘉義縣溪口鄉田心仔457號24樓^|97
施俊建^|0925211154^|W205740262^|桃園市平鎮區高山下369號24樓^|67
邵勛佳^|0955317525^|D244114585^|臺北市內湖區內湖路２段486號18樓^|101
向可建^|0928228081^|F136624152^|嘉義市西區仁愛二街247號13樓^|110
江俊恩^|0926254001^|L172076585^|高雄市三民區義忠街44號8樓^|88
方佑婉^|0927446406^|K131138235^|臺中市西屯區福安二街217號3樓^|37
謝慶婷^|0968575627^|K181286624^|南投縣埔里鎮樹人三街195號11樓^|94
藍宗耀^|0933504155^|A271050124^|高雄市岡山區本洲二街27號13樓^|56
顧蘋霖^|0938237100^|Z103021558^|花蓮縣吉安鄉華南一路477號8樓^|106
瞿珮逸^|0910212216^|V731517326^|臺中市西屯區工業區四十一路287號10樓^|66
趙群雄^|0922640735^|H237456401^|南投縣名間鄉大埔巷344號12樓^|96
車瑟士^|0934018726^|S145146572^|屏東縣屏東市武盛巷136號12樓^|20
葛士淑^|0912777584^|G115705439^|臺北市中山區龍江路316號^|18
惠偉福^|0913271343^|Q232061588^|高雄市路竹區中興路455號14樓^|6
彭元儀^|0913004322^|L124875367^|花蓮縣花蓮市美工路257號4樓^|77
柳安雯^|0922430676^|I157552336^|臺中市沙鹿區中山路中峰巷376號12樓^|41
酈婷玲^|0936506100^|A163288756^|桃園市桃園區樹林九街163號16樓^|12
林杏茹^|0922656855^|S116744224^|臺中市南區忠明南路333號21樓^|70
侯盈宏^|0926728238^|Y280338443^|宜蘭縣蘇澳鎮蘭陽新村104號3樓^|14
曾雅智^|0918570327^|L275705334^|臺中市東勢區本街鯉魚三巷131號8樓^|82
施玲彥^|0958577660^|U188722354^|新北市深坑區北深路３段318號^|53
湯潔凌^|0955273765^|Z217387801^|臺南市玉井區前園街6號5樓^|119
鍾承博^|0986736437^|Q280670486^|臺中市大雅區中山五路240號21樓^|3
祖宇美^|0916627030^|N200887458^|高雄市旗津區旗津三路120號24樓^|103
朱慧^|0918144753^|Q147358863^|桃園市中壢區日新路283號14樓^|61
高大淑^|0954585404^|Z185131202^|桃園市龍潭區龍華路１段470號14樓^|105
曲劭^|0968531334^|M138453843^|臺中市豐原區水源路29號3樓^|31
束芳紓^|0936723710^|D288580354^|屏東縣鹽埔鄉完成路374號21樓^|64
豐毅^|0935125540^|Y242323411^|彰化縣埔鹽鄉番金路280號12樓^|10
孫睿寧^|0933874345^|T286124477^|新北市三峽區民族街309號21樓^|117
錢輝軒^|0971555050^|I216606488^|屏東縣新埤鄉平山路112號3樓^|50
強博律^|0955413230^|U123325231^|臺南市北區佑民街48號17樓^|20
彭翔^|0919157831^|U102643083^|彰化縣大城鄉北平路194號18樓^|78
安柏傑^|0963765886^|U273872723^|南投縣名間鄉井頭巷422號4樓^|100
連慶杏^|0915244777^|Y178001840^|高雄市茄萣區崎漏三街430號11樓^|111
冷妍心^|0986566714^|X753316609^|新北市新莊區雙鳳路315號10樓^|86
尤婉信^|0918728645^|A265558128^|高雄市前鎮區第四十八號碼頭31號4樓^|67
秦蒨又^|0919703748^|U257261426^|新竹縣湖口鄉美崙社區428號16樓^|100
司徒郁^|0971013223^|Q147675707^|高雄市楠梓區左楠路378號4樓^|100
燕婉彥^|0910540611^|G235252119^|高雄市鳥松區立昌街266號4樓^|83
孫尚偉^|0968088152^|W138332714^|臺北市文山區開元街490號10樓^|90
聶晉函^|0927157373^|K112478705^|宜蘭縣五結鄉中興路１段210號^|61
紀安鈞^|0922845732^|C277460877^|彰化縣和美鎮孝廉路278號15樓^|65
宰冠千^|0932007572^|B164333779^|臺中市龍井區臺灣大道５段2號13樓^|99
公琳至^|0933241153^|K252278843^|臺南市歸仁區民生十二街59巷460號16樓^|97
廖右怡^|0971108662^|T252141633^|高雄市苓雅區光華二路137號2樓^|94
柏詩儒^|0952351700^|V178806380^|桃園市龜山區科技一路281號24樓^|28
舒政潔^|0925632135^|H263201570^|高雄市內門區土庫225號14樓^|63
趙璘鈞^|0937345425^|S246165206^|新北市林口區民有街440號12樓^|14
田儀正^|0911773347^|C154760827^|南投縣仁愛鄉高平路479號3樓^|47
孟豪殷^|0911042258^|K171683059^|臺北市大同區迪化街１段49號10樓^|80
蒙秋景^|0987316873^|E218157506^|新北市三重區長壽街244號7樓^|48
韓萱鉉^|0987240084^|D183264657^|臺中市南屯區三和街334號3樓^|87
祖安誼^|0911368127^|B217505881^|宜蘭縣五結鄉利工三路110號17樓^|3
幸萱宜^|0938867782^|K255532862^|臺中市潭子區嘉豐路173號18樓^|38
周家皇^|0921547704^|A108084563^|臺中市石岡區金順街230號24樓^|38
王耀豪^|0931022772^|M175577302^|雲林縣斗六市文德街487號11樓^|62
顏家俊^|0960372680^|L103640864^|高雄市小港區平和路5號16樓^|14
柏威寬^|0915310575^|L121351619^|新竹縣尖石鄉石磊249號24樓^|41
韓獻鳴^|0986448633^|X286254043^|桃園市平鎮區延平路１段230號17樓^|33
吳登鴻^|0938311341^|Y246085252^|花蓮縣吉安鄉知卡宣大道３段189號14樓^|108
熊閎瑀^|0982482208^|J145048805^|高雄市林園區開南街203號18樓^|92
榮儀宇^|0911711357^|W167812472^|新竹縣竹北市大灣街489號9樓^|109
何思德^|0956164317^|G187164473^|苗栗縣苗栗市忠孝路383號3樓^|71
蔣正汝^|0927237620^|Q107177688^|臺中市北區民權路320號22樓^|18
曾婷建^|0912837255^|V246672343^|彰化縣鹿港鎮泉州街142之1號4樓^|62
舒欣家^|0920635047^|Y157422367^|高雄市楠梓區錦屏街333號15樓^|90
段文芳^|0954121517^|C255047423^|花蓮縣花蓮市國聯三路483號4樓^|82
周燕丹^|0952108113^|L186537260^|彰化縣大村鄉慶安路90號15樓^|83
徐源煌^|0913866386^|Q150200803^|新竹縣寶山鄉新湖路２段45巷43號10樓^|36
尤秀帆^|0927474877^|G256728083^|新北市新莊區福慧路226號24樓^|95
羅珊華^|0911765564^|R288414472^|嘉義市西區大同路211號23樓^|109
松淑惟^|0954440154^|R234583159^|嘉義縣番路鄉坑底374號23樓^|71
駱秉襄^|0938306240^|Q163111182^|高雄市路竹區忠孝路320號5樓^|92
劉昕宏^|0968386170^|B256480145^|新北市新莊區雙鳳路73巷322號6樓^|9
柳儒婷^|0971788663^|U243664473^|雲林縣北港鎮文明路481號18樓^|98
王穎彬^|0935573884^|Q103743800^|桃園市新屋區高洲二街357號11樓^|39
農家嘉^|0937024654^|I268615766^|桃園市龜山區科技二路347號22樓^|111
高宗茹^|0960830355^|R186848718^|苗栗縣頭份市公園六街15號18樓^|112
金涵政^|0986383622^|M288584608^|花蓮縣吉安鄉華興二街34號7樓^|95
洪至萱^|0963447823^|C216188663^|臺南市安南區海佃路１段291號7樓^|101
周文宛^|0925285262^|E206525218^|臺南市安南區海佃路３段42號7樓^|56
洪蘭^|0929423130^|C130303071^|南投縣南投市工業北二路399號19樓^|74
周宛俊^|0982151185^|Z120271105^|桃園市平鎮區龍平路339號19樓^|116
邱湘孟^|0972314066^|M172583424^|桃園市大溪區榮安一村148號19樓^|84
洪瑩芬^|0970321010^|M270621209^|新北市三重區河邊北街291號24樓^|50
從民奇^|0921707310^|E167022810^|新北市中和區錦和路474號3樓^|40
井詩鈞^|0915782875^|D271341703^|雲林縣北港鎮西湖242號11樓^|111
鍾國仁^|0920283785^|R236105082^|臺中市大里區泉水街199號24樓^|21
舒友琤^|0912633341^|W280208585^|花蓮縣花蓮市美工八街345號17樓^|75
周仁宜^|0928072218^|G183635284^|臺中市潭子區中山路２段3號6樓^|9
林璿萱^|0932172424^|Y222477776^|基隆市中山區通仁街117號23樓^|88
白俊樺^|0911284803^|V165328840^|彰化縣田尾鄉裕豐路170號7樓^|114
艾忠子^|0915088247^|N186221143^|嘉義縣民雄鄉裕農一街236號^|9
卓達傑^|0961156487^|Q206241458^|彰化縣伸港鄉建國五街190號15樓^|88
林瑀文^|0911626543^|B115856258^|臺南市中西區大埔街429號18樓^|18
李瑋玲^|0937170482^|N243253572^|屏東縣新園鄉吉興路２段303號^|14
柯和佩^|0934247218^|X104837379^|桃園市大溪區草店尾一橫巷359號12樓^|103
孔任韋^|0961653487^|H246531711^|臺中市豐原區西勢五街98號5樓^|45
郭慧尚^|0914388454^|M220730664^|彰化縣二水鄉頂埔巷168號7樓^|3
高筠錫^|0988510231^|G216343720^|宜蘭縣南澳鄉碧候路自覺巷189號^|56
艾雪儀^|0960334844^|C108714406^|屏東縣長治鄉進源街133號^|91
古鑫燕^|0929756427^|K210337230^|屏東縣高樹鄉東美巷348號19樓^|56
裴盈先^|0911176572^|H243187266^|彰化縣彰化市金馬路２段325號6樓^|25
徐綾雯^|0968462402^|L134670007^|花蓮縣玉里鎮民國路１段227號12樓^|20
程宜興^|0961158350^|F178037828^|臺北市北投區樹林路75號19樓^|74
權禹宣^|0931382363^|F144627407^|臺南市永康區正南五街188號23樓^|23
沈治松^|0935114455^|Z150001344^|高雄市小港區中利街163號6樓^|44
劉源^|0936570611^|K187378363^|臺南市仁德區亞航街352號2樓^|7
曆凱加^|0915163012^|H278250585^|屏東縣滿州鄉港墘路368號13樓^|37
焦彥縈^|0918700667^|M147251268^|宜蘭縣五結鄉復興三路143號20樓^|24
錢詩^|0926614835^|T153855625^|嘉義縣太保市南埤路276號5樓^|76
融勤安^|0935616411^|U165150663^|臺中市霧峰區中正路483號^|61
曹煌奕^|0982425777^|L166645083^|苗栗縣後龍鎮自強街494號15樓^|44
戚嘉薇^|0914316262^|F156274765^|南投縣埔里鎮公誠一街62號20樓^|53
胡達若^|0937024814^|D154427284^|彰化縣二水鄉員集路３段10號20樓^|99
元于瑄^|0916050363^|F174222232^|新竹縣新豐鄉建興路２段203號2樓^|10
沙長瑞^|0986561172^|N115640278^|臺中市北區中華路１段193巷142號17樓^|95
貝哲捷^|0912002361^|Y217427602^|臺中市北區邱厝南巷279之2號^|37
黃雁昶^|0916047173^|Q216603639^|彰化縣伸港鄉大同二街71號22樓^|83
吳妤磊^|0970334082^|R236521755^|嘉義縣民雄鄉光明四街176號19樓^|48
龍竣暐^|0938807334^|P205087717^|桃園市楊梅區中山北路１段236號7樓^|21
尹敬琨^|0933160464^|F225472448^|高雄市鳳山區三誠路100號17樓^|67
胡宜呈^|0910685773^|R108185434^|桃園市八德區營盤327號14樓^|65
阮婷奇^|0927831746^|U270085219^|桃園市楊梅區草湳坡下261號24樓^|74
席振為^|0932531288^|S157223262^|花蓮縣富里鄉公埔路２段242號4樓^|90
陸鴻典^|0935018232^|K127835285^|新北市新莊區中平路227號4樓^|104
酆磊毅^|0956006224^|P277818131^|苗栗縣卓蘭鎮象山148號16樓^|82
馬凱^|0936303806^|T255400451^|宜蘭縣羅東鎮清潭路322號24樓^|71
易嘉志^|0913743885^|Z110014572^|彰化縣彰化市健興路488號5樓^|117
邰佑尚^|0913230744^|W264314775^|高雄市鳳山區海洋二路352號7樓^|112
富翰立^|0931431002^|Z262415225^|臺北市萬華區西寧南路7號20樓^|46
歐陽文家^|0939015441^|Z133513701^|南投縣名間鄉磨坑巷398號24樓^|111
莘淇惠^|0932654261^|D117337178^|桃園市中壢區龍吉三街342號6樓^|66
莫曉美^|0921751068^|A122041819^|臺中市北區五常街251號24樓^|84
李毓學^|0934036764^|X107440305^|彰化縣彰化市實踐路83號5樓^|45
李富奕^|0925434584^|I260724704^|高雄市苓雅區河南路11號11樓^|110
王薇成^|0958010350^|Y183854773^|臺南市麻豆區興南路270號^|97
錢怡如^|0972344182^|W232325888^|花蓮縣壽豐鄉平和路99號10樓^|105
鳳聖妤^|0956086106^|Z162015018^|新竹縣竹東鎮中興路４段87號10樓^|76
喬宗敏^|0961071144^|U184212651^|新竹縣竹北市光明七街65號4樓^|10
夏宏益^|0910651586^|E268717141^|臺中市潭子區吉林三街293號12樓^|49
公冶駿俊^|0920612288^|X211510170^|屏東縣內埔鄉學人路91號21樓^|9
周淳美^|0987770461^|U277408569^|新北市中和區中正路143號11樓^|111
蔣姿鵬^|0914730582^|Y254502280^|雲林縣大埤鄉吉潭162號19樓^|76
松宇志^|0956827678^|J237212517^|苗栗縣後龍鎮龍庄街338號^|97
梁雅穎^|0953288282^|Z120730449^|宜蘭縣冬山鄉鹿梅路227號2樓^|27
宗媚忠^|0929718422^|V176024451^|臺中市霧峰區復興一街335號22樓^|49
林昱文^|0920286781^|B110051520^|高雄市永安區復興路348號16樓^|18
焦香臻^|0913060215^|E171186569^|雲林縣北港鎮文仁路497號9樓^|58
陸瑋亮^|0953346042^|X216172045^|高雄市苓雅區廣東一街321號13樓^|107
阮仁羚^|0968507307^|N252705552^|臺中市東區東義街43號22樓^|108
習文惠^|0914305788^|U256171281^|雲林縣麥寮鄉中華路12號3樓^|94
華郡瑩^|0953155258^|U242746207^|花蓮縣瑞穗鄉北六路477號13樓^|39
雷冠雅^|0913233737^|J121774442^|臺北市萬華區西園路１段150號17樓^|68
柯豐芳^|0938872863^|B710212703^|桃園市桃園區民富十六街277號8樓^|91
孔曉瑜^|0927023005^|N278675504^|苗栗縣苗栗市鐵路二村369號24樓^|9
黎君英^|0919823514^|W111067512^|臺北市大安區泰順街11號9樓^|47
張雁陽^|0956621881^|S106432851^|臺南市永康區忠勇街95號10樓^|81
廣承偉^|0934006012^|N207366381^|雲林縣土庫鎮光復路388號21樓^|23
薊淑韋^|0955637286^|K273013208^|屏東縣內埔鄉長青巷436號11樓^|96
施堂福^|0931534536^|V284032558^|臺南市永康區大勇路285號3樓^|75
方俊禹^|0960325310^|A260724239^|臺中市豐原區豐東路382號9樓^|77
白逸自^|0930506878^|S126837610^|宜蘭縣宜蘭市東園路219號21樓^|107
鍾青珮^|0986437821^|Z178365083^|新北市三峽區民族街408號8樓^|73
盧仁^|0970400037^|J267788328^|花蓮縣花蓮市中山路25號6樓^|88
杜偉貴^|0972278507^|Y238875822^|南投縣埔里鎮中正三路145號7樓^|16
朱姍齡^|0958273046^|Y273387776^|新北市蘆洲區民族路422巷82弄261號9樓^|90
畢明^|0937318075^|M746343143^|臺中市西屯區福星北路179號9樓^|15
戴宣^|0955388723^|X284355350^|苗栗縣苗栗市中華路435號17樓^|7
魯貽宇^|0986770818^|Q272351178^|臺北市松山區光復南路32巷305號23樓^|8
許貞維^|0927601470^|N104612400^|臺南市永康區中正七街342號12樓^|87
陽婷伯^|0931041108^|D224837318^|澎湖縣馬公市西文澳144號19樓^|54
艾雅宜^|0916307717^|F116247373^|屏東縣萬丹鄉萬壽路２段31號3樓^|15
鍾誠郁^|0963062222^|X266723627^|臺中市霧峰區峰北路466號24樓^|16
潘杰忠^|0924708035^|R125717814^|新北市新莊區中華路２段496號16樓^|117
盧君姿^|0931240283^|B162520265^|彰化縣二林鎮建興街141號2樓^|26
施和麟^|0972314555^|T121385014^|桃園市觀音區長安路444號8樓^|74
洪倚文^|0960363832^|T102840027^|南投縣竹山鎮雲林路365之3號23樓^|27
孫玲綺^|0960101131^|S267462755^|新竹市香山區芝柏一街182號7樓^|66
古恩信^|0928502274^|U274554215^|桃園市桃園區春日路487號23樓^|52
權燁晨^|0912135675^|F208534609^|臺南市南區中華南路１段477號22樓^|61
宋雯^|0928507042^|S258642647^|新北市汐止區福德一路261號6樓^|105
宋佑鍾^|0937283425^|Z261114238^|桃園市中壢區南北三街14號10樓^|14
丁筠仁^|0971256837^|R272108570^|高雄市三民區河北二路468號12樓^|88
王怡嘉^|0935663264^|N268846466^|桃園市平鎮區星友街90號12樓^|71
華筱文^|0952243127^|X187040336^|臺中市西區臺灣大道２段91號16樓^|50
陳翰玉^|0927178701^|G176508334^|高雄市新興區中山一路335號21樓^|32
懷淑^|0916018134^|W151637178^|彰化縣溪州鄉前巷328號22樓^|65
徐亭君^|0921663764^|H221126152^|臺中市太平區長億二街419號24樓^|117
卓翔冠^|0914075500^|D282466800^|臺南市安南區樂安一街193號20樓^|27
江志宏^|0913732221^|L112164162^|臺中市龍井區東海街239號12樓^|112
邱泠珮^|0961301361^|J275138663^|高雄市仁武區仁怡街19號^|89
周正訓^|0933721363^|Y232301127^|桃園市中壢區民權路３段75巷298號4樓^|59
宋鶴祥^|0970815240^|A231687227^|臺北市中正區衡陽路235號13樓^|42
相仙元^|0926727873^|F206100132^|嘉義縣布袋鎮新北二街132號^|80
宗政秀丞^|0933038418^|K250226127^|桃園市楊梅區青年路419號22樓^|117
林歆自^|0915234882^|S177102353^|嘉義縣竹崎鄉頂蘇191號9樓^|12
江蓁玟^|0953778654^|I177513700^|宜蘭縣員山鄉賢德路２段104號8樓^|86
邢宜^|0922058518^|B245516821^|新北市新店區梅花一路398號10樓^|43
庾倫艾^|0933846157^|M230601009^|嘉義縣民雄鄉長榮街434號9樓^|20
崔翔勇^|0958035476^|P252351644^|臺南市中西區民族路３段474號12樓^|53
白怡安^|0982111773^|T264373127^|桃園市八德區仁德路77巷372號14樓^|43
孫文化^|0914216782^|X232413121^|臺北市大同區民生西路101號5樓^|76
馬亭雯^|0914731221^|A241843675^|雲林縣斗六市平和街386號19樓^|57
宋彥琇^|0923320767^|R245508742^|臺北市萬華區廣州街332號12樓^|75
許志倬^|0922705472^|X145251419^|桃園市蘆竹區長興路１段287號13樓^|72
顏芳銓^|0971403861^|P145137650^|臺南市東山區格仔埔95號18樓^|120
吳凱長^|0922237780^|K204783520^|高雄市左營區重孝路294號24樓^|70
齊婷憶^|0920137352^|M241704002^|臺東縣鹿野鄉同興路386號16樓^|80
慕嫻^|0920601461^|T263740366^|臺中市大甲區雁門路184號17樓^|121
趙若甫^|0954555478^|N182865345^|臺中市西區英才路478號3樓^|56
柏琴光^|0971082842^|S163202288^|南投縣南投市復興路一街79號24樓^|29
昌志蓉^|0924110860^|D110768184^|屏東縣枋寮鄉僑德路266號23樓^|31
董琬勳^|0920307338^|P227513243^|臺中市南屯區大進街439號12樓^|97
陳祈志^|0929062546^|H183457709^|金門縣金城鎮西海路３段124號7樓^|82
蔣筱純^|0926271123^|L182054439^|新北市三重區自強路４段87號10樓^|51
畢雯宗^|0986146560^|H284764563^|臺南市七股區看坪16號6樓^|61
蔣宗淵^|0938221822^|U288642442^|高雄市路竹區大社路460號16樓^|25
吳瑞永^|0939881268^|H220811330^|高雄市燕巢區大占巷498號5樓^|96
賴慈^|0954321722^|J132215034^|臺南市左鎮區光和377號9樓^|14
熊毓智^|0954671464^|Y160224133^|高雄市鳳山區工協新村492號18樓^|115
康涵青^|0928820628^|I153455756^|新竹市北區四維路21巷202號12樓^|50
劉芳安^|0961383430^|M175445850^|臺北市中正區水源路296號21樓^|13
詹靖諺^|0931423682^|V245811355^|臺中市南屯區三民西路２段58號18樓^|115
金敏榮^|0955686563^|G177336154^|屏東縣內埔鄉中清巷66號2樓^|111
郭瑞臻^|0915346475^|Y150302862^|高雄市美濃區精忠新村186號21樓^|76
洪安嘉^|0914617758^|W262816418^|臺中市梧棲區民生街362號23樓^|63
孫茹正^|0928318865^|Q288135153^|臺中市西屯區西屯路２段上石北三巷214號22樓^|51
酆輝琪^|0925728557^|M264587027^|屏東縣屏東市古松西巷3弄438號12樓^|31
車銘綺^|0923012118^|C247783223^|臺南市中西區府中街98巷241號9樓^|120
陳怡傑^|0931862128^|L257011517^|臺南市白河區中興街192號8樓^|74
顧如怡^|0916118585^|J170380718^|新北市板橋區田單街175號6樓^|25
馬宇青^|0922747865^|J122200610^|新北市三峽區光明路80號4樓^|6
郭升威^|0915442487^|P263347352^|桃園市中壢區龍文一街6號18樓^|78
馬恕穎^|0968251218^|D138700037^|彰化縣員林市惠明街164號17樓^|3
昌冠豪^|0926653772^|S106058471^|嘉義縣布袋鎮大寮391號5樓^|118
蔡凱珊^|0925567544^|G148133201^|嘉義縣朴子市大槺榔186號7樓^|28
趙勁誌^|0953200778^|T153811347^|桃園市楊梅區中山南路421號4樓^|13
蒙州珮^|0986605325^|C270663469^|高雄市田寮區公館364號5樓^|88
